,0,1,prob_ratio
to protect,0.0013100255877311385,0.0011235709445428105,1.1659482599598532
banned from,0.0006972449714725782,0.0005989463789975293,1.164119186494747
china is,0.0007303682480270946,0.0006280921881944893,1.1628360641239746
we have,0.0007469298863043532,0.0006426650927929697,1.1622381465566416
catholic church,0.0007800531628588697,0.0006718109019899297,1.1611201314958157
vow to,0.0007966148011361281,0.0006863838065884096,1.1605967295405886
could be,0.0016743816298308227,0.001444174845709372,1.1594036794127751
go to,0.0008462997159679032,0.0007301025203838497,1.1591518894126858
ahead of,0.0008462997159679032,0.0007301025203838497,1.1591518894126858
to keep,0.0008794229925224201,0.0007592483295808098,1.1582811028480762
to go,0.0009953544604632287,0.0008612586617701704,1.1556974746906432
not to,0.001243779034622104,0.0010798522307473703,1.1518048481145233
to ban,0.0012769023111766208,0.001108998039944331,1.1514017745610428
the world,0.008895255918715475,0.007739669632252748,1.1493069266997094
in pakistan,0.001525326885335497,0.0013275916089215312,1.1489428489041114
it could,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
a law,0.0004488203973137022,0.000394925714618809,1.1364678994046096
a series,0.0004488203973137022,0.000394925714618809,1.1364678994046096
kim jongun,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
home in,0.00046538203559096076,0.0004094986192172892,1.1364678994046096
majority of,0.00043225875903644387,0.00038035281002032906,1.1364678994046096
release of,0.00041569712075918556,0.0003657799054218491,1.1364678994046096
a chinese,0.00046538203559096076,0.0004094986192172892,1.1364678994046096
money to,0.00033288892937289314,0.00029291538242944844,1.1364678994046096
pay for,0.000481943673868219,0.0004240715238157692,1.1364678994046096
a large,0.0003494505676501519,0.0003074882870279288,1.1364678994046096
linked to,0.0008959846307996781,0.0007883941387777696,1.1364678994046096
with an,0.0004985053121454775,0.0004386444284142493,1.1364678994046096
what it,0.00046538203559096076,0.0004094986192172892,1.1364678994046096
there are,0.0008794229925224201,0.00077382123417929,1.1364678994046096
to take,0.0014922036087809797,0.0013130187043230508,1.1364678994046096
said that,0.0004985053121454775,0.0004386444284142493,1.1364678994046096
at it,0.00033288892937289314,0.00029291538242944844,1.1364678994046096
you are,0.00046538203559096076,0.0004094986192172892,1.1364678994046096
for u,0.00043225875903644387,0.00038035281002032906,1.1364678994046096
arrest of,0.0003494505676501519,0.0003074882870279288,1.1364678994046096
right and,0.00033288892937289314,0.00029291538242944844,1.1364678994046096
believed to,0.0004488203973137022,0.000394925714618809,1.1364678994046096
face a,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
a protest,0.00033288892937289314,0.00029291538242944844,1.1364678994046096
church in,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
a much,0.0004985053121454775,0.0004386444284142493,1.1364678994046096
a human,0.0004488203973137022,0.000394925714618809,1.1364678994046096
university of,0.0003494505676501519,0.0003074882870279288,1.1364678994046096
attack against,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
to iran,0.0003494505676501519,0.0003074882870279288,1.1364678994046096
attempting to,0.0002997656528183768,0.0002637695732324887,1.1364678994046096
death threat,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
the family,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
end to,0.0006475600566408028,0.0005698005698005694,1.1364678994046096
to let,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
a group,0.0007634915245816115,0.0006718109019899297,1.1364678994046096
to give,0.0008959846307996781,0.0007883941387777696,1.1364678994046096
of one,0.00033288892937289314,0.00029291538242944844,1.1364678994046096
a military,0.000481943673868219,0.0004240715238157692,1.1364678994046096
russia to,0.0006475600566408028,0.0005698005698005694,1.1364678994046096
france to,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
between the,0.00043225875903644387,0.00038035281002032906,1.1364678994046096
50 year,0.00031632729109563537,0.0002783424778309689,1.1364678994046096
a decade,0.00041569712075918556,0.0003657799054218491,1.1364678994046096
be able,0.00046538203559096076,0.0004094986192172892,1.1364678994046096
to new,0.0003494505676501519,0.0003074882870279288,1.1364678994046096
killed a,0.00038257384420466883,0.00033663409622488905,1.1364678994046093
to investigate,0.00038257384420466883,0.00033663409622488905,1.1364678994046093
an end,0.00038257384420466883,0.00033663409622488905,1.1364678994046093
nuclear power,0.0006309984183635445,0.0005552276652020895,1.1364678994046093
clash with,0.00038257384420466883,0.00033663409622488905,1.1364678994046093
to their,0.0006144367800862858,0.0005406547606036093,1.1364678994046093
school in,0.00039913548248192725,0.0003512070008233691,1.1364678994046093
israel is,0.0006309984183635445,0.0005552276652020895,1.1364678994046093
u government,0.0005978751418090278,0.0005260818560051296,1.1364678994046093
it not,0.00039913548248192725,0.0003512070008233691,1.1364678994046093
